ticket_id,flight_id,booking_time,flight_date,customer_id,fare_class,base_fare,taxes,total_fare,booking_channel,days_to_departure_at_booking
1907,15911,2024-10-01 18:45:55,2025-03-27 00:00:00,1511253795,P,310.2,26.97,337.17,mobile_app,176
1908,50471,2025-05-25 15:44:01,2025-09-14 00:00:00,2053146688,E,59.98,5.22,65.2,mobile_app,111
1909,29019,2024-11-03 20:12:37,2025-06-03 00:00:00,389219247,E,50.66,4.4,55.06,web,211
1910,29277,2024-12-04 09:01:37,2025-06-04 00:00:00,1506397208,E,210.78,18.33,229.11,agent,181
1911,60314,2024-11-08 01:30:19,2025-11-15 00:00:00,1711625464,E,44.16,3.84,48.0,web,371
1912,32106,2024-12-14 10:42:44,2025-06-18 00:00:00,1510675513,E,88.78,7.72,96.5,mobile_app,185
1913,20352,2024-06-17 02:51:24,2025-04-19 00:00:00,3671491882,E,44.16,3.84,48.0,agent,305
1914,66547,2025-06-05 18:09:55,2025-12-17 00:00:00,933639671,B,70.6,6.14,76.74,web,194
1915,28072,2024-06-18 15:42:42,2025-05-29 00:00:00,1316717915,P,189.62,16.49,206.11,agent,344
1916,58056,2025-01-24 14:02:48,2025-11-04 00:00:00,4227417900,E,41.12,3.58,44.7,web,283
1917,63069,2024-09-11 15:59:19,2025-11-29 00:00:00,1523316439,E,169.45,14.73,184.18,mobile_app,443
1918,28691,2024-10-27 02:33:51,2025-06-01 00:00:00,736923757,P,71.5,6.22,77.72,web,216
1919,64432,2025-03-05 12:43:37,2025-12-06 00:00:00,1827967585,E,169.45,14.73,184.18,mobile_app,275
1920,61393,2024-09-11 04:21:44,2025-11-20 00:00:00,737045588,P,81.21,7.06,88.27,web,434
1921,6124,2024-05-26 08:10:02,2025-02-03 00:00:00,2143771537,E,59.98,5.22,65.2,web,252
1922,14407,2024-09-18 23:20:49,2025-03-19 00:00:00,1323525343,E,62.47,5.43,67.9,web,181
1923,39713,2025-02-12 08:48:27,2025-07-24 00:00:00,1969083193,E,223.99,19.48,243.47,agent,161
1924,15283,2025-02-12 08:48:27,2025-03-24 00:00:00,1635005597,E,41.07,3.57,44.64,web,39
1925,2949,2024-11-16 21:11:50,2025-01-16 00:00:00,532898030,P,58.6,5.1,63.7,mobile_app,60
1926,22192,2024-11-16 06:36:45,2025-04-28 00:00:00,2000099032,P,288.62,25.1,313.72,web,162
1927,40311,2024-06-11 00:52:00,2025-07-27 00:00:00,268750859,P,115.41,10.04,125.45,web,410
1928,7085,2024-06-11 00:52:00,2025-02-09 00:00:00,4330690997,E,38.64,3.36,42.0,web,242
1929,27895,2025-03-24 19:20:31,2025-05-28 00:00:00,2208614883,E,224.64,19.53,244.17,mobile_app,64
1930,36115,2025-03-24 19:20:31,2025-07-08 00:00:00,1280729689,P,286.61,24.92,311.53,agent,105
1931,23701,2025-03-24 19:20:31,2025-05-07 00:00:00,1819597850,E,41.12,3.58,44.7,agent,43
1932,26397,2024-12-10 21:47:47,2025-05-20 00:00:00,470994107,P,189.62,16.49,206.11,web,160
1933,67655,2024-07-19 23:19:43,2025-12-23 00:00:00,6601943642,P,288.62,25.1,313.72,mobile_app,521
1934,32197,2024-10-19 01:01:51,2025-06-18 00:00:00,1410751789,E,37.72,3.28,41.0,mobile_app,241
1935,2959,2024-12-09 01:45:52,2025-01-16 00:00:00,7515552040,F,80.96,7.04,88.0,agent,37
1936,9824,2024-12-09 01:45:52,2025-02-23 00:00:00,1624866310,F,460.7,40.06,500.76,agent,75
1937,67355,2024-12-09 01:45:52,2025-12-21 00:00:00,8147268900,E,41.4,3.6,45.0,web,376
1938,24107,2024-12-22 03:01:58,2025-05-09 00:00:00,2211610686,E,45.08,3.92,49.0,agent,137
1939,60683,2025-01-08 07:40:35,2025-11-17 00:00:00,1536579114,P,195.27,16.98,212.25,web,312
1940,10294,2024-06-29 13:46:24,2025-02-26 00:00:00,1511253795,F,470.89,40.95,511.84,mobile_app,241
1941,53342,2024-11-01 09:07:19,2025-09-28 00:00:00,1616602020,P,47.84,4.16,52.0,agent,330
1942,52441,2025-03-17 07:40:24,2025-09-23 00:00:00,1229817332,P,174.82,15.2,190.02,web,189
1943,8543,2024-12-17 15:53:08,2025-02-17 00:00:00,494518948,E,178.62,15.53,194.15,web,61
1944,20573,2024-06-29 12:30:36,2025-04-20 00:00:00,2084624445,E,38.64,3.36,42.0,agent,294
1945,67977,2024-10-24 13:35:59,2025-12-24 00:00:00,1405064657,E,62.47,5.43,67.9,agent,425
1946,13602,2025-01-04 16:27:07,2025-03-15 00:00:00,1673086699,E,220.47,19.17,239.64,web,69
1947,58639,2024-08-13 11:07:29,2025-11-07 00:00:00,6272476116,E,176.35,15.34,191.69,web,450
1948,63243,2024-11-30 07:22:27,2025-11-30 00:00:00,677538196,F,124.95,10.86,135.81,mobile_app,364
1949,32625,2025-01-31 11:13:53,2025-06-20 00:00:00,1552765834,P,77.98,6.78,84.76,agent,139
1950,54217,2025-03-29 23:58:34,2025-10-03 00:00:00,786160230,P,242.33,21.07,263.4,web,187
1951,43601,2024-08-10 04:27:32,2025-08-11 00:00:00,704639275,E,138.43,12.04,150.47,web,365
1952,2236,2024-10-26 09:11:58,2025-01-12 00:00:00,427186713,E,40.48,3.52,44.0,agent,77
1953,37863,2024-08-26 23:53:16,2025-07-16 00:00:00,828427535,E,42.32,3.68,46.0,mobile_app,323
1954,42773,2024-06-28 07:47:32,2025-08-07 00:00:00,1863354646,P,255.27,22.2,277.47,web,404
1955,62783,2024-10-22 19:58:08,2025-11-28 00:00:00,1013430678,P,115.41,10.04,125.45,web,401
1956,12338,2024-09-01 09:54:47,2025-03-09 00:00:00,1299634035,E,235.45,20.47,255.92,agent,188
1957,30876,2024-08-29 02:59:11,2025-06-12 00:00:00,1393695330,E,196.36,17.08,213.44,agent,286
1958,4369,2025-01-15 04:29:24,2025-01-24 00:00:00,204996200,P,49.44,4.3,53.74,agent,8
1959,6199,2024-07-02 20:58:27,2025-02-03 00:00:00,5487026200,P,179.96,15.65,195.61,web,215
1960,59776,2024-10-13 00:54:34,2025-11-12 00:00:00,1365551896,E,169.45,14.73,184.18,mobile_app,394
1961,29757,2025-04-18 05:33:34,2025-06-06 00:00:00,5134140277,E,237.36,20.64,258.0,agent,48
1962,41671,2024-07-21 01:47:45,2025-08-02 00:00:00,982983555,P,257.84,22.42,280.26,web,376
1963,60401,2024-08-21 04:42:09,2025-11-16 00:00:00,8016736269,P,299.45,26.04,325.49,web,451
1964,29388,2024-08-21 04:42:09,2025-06-04 00:00:00,5389380483,E,169.45,14.73,184.18,web,286
1965,11863,2024-06-27 18:21:16,2025-03-06 00:00:00,2497443892,E,46.0,4.0,50.0,web,251
1966,14455,2024-06-27 18:21:16,2025-03-20 00:00:00,546655011,E,235.45,20.47,255.92,web,265
1967,31019,2025-02-24 22:13:31,2025-06-12 00:00:00,1578258861,E,50.66,4.4,55.06,web,107
1968,21585,2024-11-05 16:14:06,2025-04-25 00:00:00,562853419,E,237.36,20.64,258.0,web,170
1969,25296,2024-11-05 16:14:06,2025-05-15 00:00:00,6235297234,E,196.36,17.08,213.44,web,190
1970,66040,2024-06-02 15:04:41,2025-12-15 00:00:00,1665901612,E,41.12,3.58,44.7,web,560
1971,53072,2024-11-01 17:31:49,2025-09-26 00:00:00,3474536041,E,248.18,21.58,269.76,mobile_app,328
1972,65532,2024-11-07 08:28:45,2025-12-12 00:00:00,1709143292,E,38.03,3.31,41.34,web,399
1973,15294,2024-07-25 07:42:58,2025-03-24 00:00:00,362703404,P,280.01,24.35,304.36,mobile_app,241
1974,54494,2024-06-16 11:17:44,2025-10-06 00:00:00,8331873890,E,249.82,21.72,271.54,web,476
1975,15533,2024-06-25 19:41:54,2025-03-25 00:00:00,1947776782,E,169.45,14.73,184.18,agent,272
1976,9105,2024-10-13 00:46:33,2025-02-19 00:00:00,697974404,E,237.36,20.64,258.0,web,128
1977,23556,2024-08-15 02:34:13,2025-05-06 00:00:00,1381506753,P,288.62,25.1,313.72,mobile_app,263
1978,31852,2025-03-02 07:37:49,2025-06-16 00:00:00,1487666934,E,222.01,19.31,241.32,web,105
1979,14695,2024-10-15 07:30:07,2025-03-21 00:00:00,1772198059,P,65.85,5.73,71.58,web,156
1980,55131,2024-10-15 07:30:07,2025-10-12 00:00:00,4717077595,P,313.77,27.28,341.05,web,361
1981,17385,2024-09-29 19:40:26,2025-04-04 00:00:00,818230220,E,215.39,18.73,234.12,mobile_app,186
1982,19260,2024-09-11 09:24:21,2025-04-13 00:00:00,6250419360,P,306.08,26.62,332.7,agent,213
1983,5287,2024-05-16 09:51:16,2025-01-29 00:00:00,462010707,E,38.03,3.31,41.34,web,257
1984,3650,2024-11-05 08:29:10,2025-01-20 00:00:00,1381506753,E,55.0,4.78,59.78,web,75
1985,23930,2025-03-10 13:14:02,2025-05-08 00:00:00,1470665364,E,37.72,3.28,41.0,agent,58
1986,30963,2024-11-27 16:52:13,2025-06-12 00:00:00,5966224491,P,49.44,4.3,53.74,web,196
1987,24095,2024-05-18 18:22:06,2025-05-08 00:00:00,8710928739,E,134.48,11.69,146.17,web,354
1988,12413,2024-05-28 01:08:09,2025-03-09 00:00:00,691915130,B,247.97,21.56,269.53,web,284
1989,56828,2024-12-17 06:01:46,2025-10-28 00:00:00,1159662202,E,133.02,11.57,144.59,web,314
1990,63899,2024-12-17 06:01:46,2025-12-03 00:00:00,725401614,E,50.66,4.4,55.06,agent,350
1991,29856,2024-08-14 02:39:56,2025-06-07 00:00:00,511929188,E,41.12,3.58,44.7,web,296
1992,34134,2024-07-28 10:52:42,2025-06-27 00:00:00,898953871,E,169.45,14.73,184.18,web,333
1993,34339,2025-04-29 11:54:51,2025-06-29 00:00:00,2241409894,E,248.18,21.58,269.76,web,60
1994,30631,2025-05-04 08:33:46,2025-06-10 00:00:00,3056085628,P,306.08,26.62,332.7,web,36
1995,43157,2024-08-14 18:08:19,2025-08-09 00:00:00,2115644486,E,145.87,12.68,158.55,web,359
1996,10014,2024-12-08 18:25:10,2025-02-24 00:00:00,1096609761,E,88.78,7.72,96.5,agent,77
1997,27720,2024-06-06 16:28:59,2025-05-27 00:00:00,948672743,P,81.21,7.06,88.27,web,354
1998,57998,2024-06-06 16:28:59,2025-11-04 00:00:00,249204505,P,174.82,15.2,190.02,web,515
1999,65291,2024-08-07 23:16:15,2025-12-10 00:00:00,1392250128,E,237.36,20.64,258.0,web,489
2000,27935,2024-08-07 23:16:15,2025-05-28 00:00:00,9808719055,P,49.44,4.3,53.74,agent,293
2001,59219,2024-12-10 22:11:06,2025-11-10 00:00:00,1727919387,E,62.47,5.43,67.9,web,334
2002,45644,2024-12-10 22:11:06,2025-08-20 00:00:00,1379962448,E,88.78,7.72,96.5,web,252
2003,26204,2024-12-18 00:54:25,2025-05-19 00:00:00,8134690335,P,57.41,4.99,62.4,web,151
2004,27190,2024-12-18 00:54:25,2025-05-25 00:00:00,1815104725,E,46.0,4.0,50.0,mobile_app,157
2005,30455,2024-11-16 08:51:52,2025-06-10 00:00:00,986622235,P,71.5,6.22,77.72,web,205
2006,46780,2024-11-17 19:55:24,2025-08-26 00:00:00,7845657274,P,77.98,6.78,84.76,mobile_app,281
2007,34174,2024-07-06 00:13:32,2025-06-28 00:00:00,738300695,E,192.78,16.76,209.54,web,356
2008,58824,2024-08-04 05:59:43,2025-11-08 00:00:00,724361376,E,235.45,20.47,255.92,web,460
2009,40096,2024-09-10 16:58:55,2025-07-26 00:00:00,1023036790,E,134.96,11.74,146.7,web,318
2010,27823,2024-11-02 14:32:18,2025-05-28 00:00:00,8214808231,E,39.39,3.43,42.82,agent,206
2011,15672,2024-12-15 10:49:08,2025-03-26 00:00:00,1327067740,E,150.21,13.06,163.27,mobile_app,100
2012,68533,2025-02-23 22:41:22,2025-12-27 00:00:00,2037187058,P,65.85,5.73,71.58,mobile_app,306
2013,18062,2024-08-08 20:54:18,2025-04-07 00:00:00,1907507757,P,195.27,16.98,212.25,agent,241
2014,36997,2024-12-05 22:08:29,2025-07-12 00:00:00,1443996073,E,41.12,3.58,44.7,agent,218
2015,39954,2024-12-05 22:08:29,2025-07-25 00:00:00,2663959552,E,222.01,19.31,241.32,web,231
2016,11096,2024-12-05 22:08:29,2025-03-02 00:00:00,3360935671,E,224.64,19.53,244.17,agent,86
2017,42774,2024-08-13 14:03:42,2025-08-07 00:00:00,9221574397,E,46.0,4.0,50.0,agent,358
2018,2211,2024-12-19 00:37:14,2025-01-12 00:00:00,786160230,E,235.45,20.47,255.92,mobile_app,23
2019,17481,2024-11-10 23:07:24,2025-04-05 00:00:00,1499051244,P,62.45,5.43,67.88,agent,145
2020,7984,2025-01-29 10:47:45,2025-02-13 00:00:00,1951990724,E,88.78,7.72,96.5,agent,14
2021,6903,2025-01-01 16:50:20,2025-02-08 00:00:00,159461136,E,41.4,3.6,45.0,web,37
2022,30520,2024-09-02 18:24:43,2025-06-10 00:00:00,1159403169,B,405.64,35.27,440.91,web,280
2023,22020,2024-05-27 09:23:13,2025-04-28 00:00:00,4363126489,P,49.04,4.26,53.3,web,335
2024,23908,2024-05-27 09:23:13,2025-05-08 00:00:00,3621215052,E,150.21,13.06,163.27,agent,345
2025,27137,2025-05-01 16:57:47,2025-05-24 00:00:00,1610706625,E,222.01,19.31,241.32,mobile_app,22
2026,25005,2024-09-03 22:50:30,2025-05-13 00:00:00,1912553740,E,55.0,4.78,59.78,mobile_app,251
2027,14846,2024-12-01 15:16:03,2025-03-22 00:00:00,1003767692,P,288.62,25.1,313.72,mobile_app,110
2028,15470,2024-08-17 14:04:35,2025-03-25 00:00:00,4340721150,E,59.98,5.22,65.2,agent,219
2029,57275,2025-05-30 10:54:24,2025-11-01 00:00:00,401388191,P,189.62,16.49,206.11,web,154
2030,17073,2024-05-20 14:48:34,2025-04-02 00:00:00,1666173130,E,62.47,5.43,67.9,web,316
2031,24386,2024-06-01 17:48:21,2025-05-10 00:00:00,2753013655,P,56.21,4.89,61.1,mobile_app,342
2032,7476,2024-06-01 17:48:21,2025-02-11 00:00:00,3369609126,E,134.48,11.69,146.17,web,254
2033,11995,2024-08-29 09:51:09,2025-03-07 00:00:00,4529323494,E,196.36,17.08,213.44,web,189
2034,47157,2024-08-29 09:51:09,2025-08-27 00:00:00,987452323,E,192.78,16.76,209.54,web,362
2035,30419,2024-10-28 20:14:23,2025-06-10 00:00:00,857151782,E,222.01,19.31,241.32,agent,224
2036,49319,2024-09-02 18:12:53,2025-09-08 00:00:00,573009297,E,39.56,3.44,43.0,web,370
2037,60448,2024-09-02 18:12:53,2025-11-16 00:00:00,2075681448,E,210.78,18.33,229.11,web,439
2038,45542,2024-07-04 06:39:20,2025-08-20 00:00:00,292544000,E,118.74,10.33,129.07,web,411
2039,68460,2025-04-20 21:58:53,2025-12-27 00:00:00,1337054386,E,59.98,5.22,65.2,mobile_app,250
2040,39402,2025-05-19 07:09:03,2025-07-23 00:00:00,4359582279,E,145.87,12.68,158.55,web,64
2041,34043,2025-02-11 16:02:05,2025-06-27 00:00:00,472046580,P,58.6,5.1,63.7,web,135
2042,6023,2024-09-17 18:18:01,2025-02-02 00:00:00,6780736349,P,53.82,4.68,58.5,agent,137
2043,36595,2024-07-06 12:55:12,2025-07-10 00:00:00,1247979584,E,44.16,3.84,48.0,web,368
2044,42523,2024-12-03 05:52:39,2025-08-06 00:00:00,743795874,E,38.03,3.31,41.34,mobile_app,245
2045,14715,2024-12-03 05:52:39,2025-03-21 00:00:00,513847861,P,51.43,4.47,55.9,web,107
2046,50032,2024-09-02 06:38:18,2025-09-11 00:00:00,3025567266,E,62.47,5.43,67.9,agent,373
2047,34893,2024-09-24 06:54:56,2025-07-01 00:00:00,6237318167,E,88.78,7.72,96.5,web,279
2048,51547,2024-10-07 06:24:16,2025-09-19 00:00:00,73352584,B,93.5,8.13,101.63,web,346
2049,59104,2024-10-07 06:24:16,2025-11-09 00:00:00,568080641,E,38.03,3.31,41.34,agent,397
2050,21017,2025-01-06 06:57:34,2025-04-22 00:00:00,1929462802,E,40.48,3.52,44.0,web,105
2051,54294,2024-11-06 18:10:53,2025-10-04 00:00:00,785581988,E,177.37,15.42,192.79,web,331
2052,13534,2025-03-13 14:12:57,2025-03-15 00:00:00,1576545588,E,38.64,3.36,42.0,mobile_app,1
2053,34295,2025-04-02 07:46:32,2025-06-28 00:00:00,1311813535,B,64.12,5.58,69.7,agent,86
2054,60036,2024-05-22 23:08:29,2025-11-14 00:00:00,525744244,E,55.0,4.78,59.78,mobile_app,540
2055,58780,2024-12-09 05:13:16,2025-11-08 00:00:00,256375197,P,189.62,16.49,206.11,web,333
2056,50314,2024-12-09 05:13:16,2025-09-13 00:00:00,928068177,P,195.27,16.98,212.25,mobile_app,277
2057,14723,2024-11-01 06:37:29,2025-03-21 00:00:00,403229519,P,51.43,4.47,55.9,agent,139
2058,21132,2024-11-01 06:37:29,2025-04-23 00:00:00,1782566077,E,45.08,3.92,49.0,web,172
2059,28307,2024-05-22 02:04:45,2025-05-30 00:00:00,1849359606,P,49.44,4.3,53.74,mobile_app,372
2060,16112,2024-05-28 23:44:57,2025-03-28 00:00:00,1046099035,E,38.64,3.36,42.0,agent,303
2061,40226,2024-08-18 23:11:46,2025-07-27 00:00:00,1600821603,E,45.08,3.92,49.0,mobile_app,342
2062,42075,2024-08-18 23:11:46,2025-08-04 00:00:00,723309610,P,53.46,4.65,58.11,web,350
2063,38851,2024-08-05 17:27:43,2025-07-20 00:00:00,77652248,E,37.72,3.28,41.0,web,348
2064,4014,2024-08-05 17:27:43,2025-01-22 00:00:00,1730956102,E,222.01,19.31,241.32,mobile_app,169
2065,21015,2024-09-17 22:33:11,2025-04-22 00:00:00,9590676227,E,40.48,3.52,44.0,web,216
2066,47057,2024-05-17 17:16:05,2025-08-27 00:00:00,3213638549,B,101.97,8.87,110.84,agent,466
2067,66113,2025-06-08 20:40:58,2025-12-15 00:00:00,1969420611,P,77.98,6.78,84.76,web,189
2068,66640,2025-02-01 04:58:45,2025-12-18 00:00:00,1381506753,E,134.96,11.74,146.7,mobile_app,319
2069,62400,2025-02-01 04:58:45,2025-11-25 00:00:00,1328005114,F,368.43,32.04,400.47,agent,296
2070,63662,2024-10-09 12:40:31,2025-12-02 00:00:00,462165831,E,59.98,5.22,65.2,agent,418
2071,34176,2024-06-18 02:39:31,2025-06-28 00:00:00,1630903082,E,169.45,14.73,184.18,web,374
2072,49983,2024-06-18 02:39:31,2025-09-11 00:00:00,12102079,P,65.85,5.73,71.58,web,449
2073,56941,2024-08-26 08:01:23,2025-10-29 00:00:00,351760995,P,148.75,12.93,161.68,agent,428
2074,30016,2025-04-25 09:53:34,2025-06-07 00:00:00,301449579,P,77.98,6.78,84.76,agent,42
2075,55266,2024-06-12 05:27:55,2025-10-13 00:00:00,1628147871,E,45.08,3.92,49.0,agent,487
2076,44697,2024-11-09 23:36:22,2025-08-16 00:00:00,301449579,E,134.48,11.69,146.17,agent,279
2077,17754,2024-06-21 13:34:47,2025-04-06 00:00:00,1173461385,P,50.23,4.37,54.6,web,288
2078,49902,2025-02-12 01:10:34,2025-09-11 00:00:00,8051270369,E,50.66,4.4,55.06,web,210
2079,15841,2025-02-12 01:10:34,2025-03-27 00:00:00,5209134726,E,73.12,6.36,79.48,agent,42
2080,62329,2025-05-18 17:14:58,2025-11-25 00:00:00,7126618541,E,220.47,19.17,239.64,web,190
2081,29000,2025-05-19 02:48:55,2025-06-03 00:00:00,223623758,P,175.45,15.26,190.71,mobile_app,14
2082,47517,2025-04-30 20:54:46,2025-08-29 00:00:00,2050445456,P,294.83,25.64,320.47,mobile_app,120
2083,42616,2025-04-30 20:54:46,2025-08-06 00:00:00,3030477566,E,169.45,14.73,184.18,web,97
2084,52174,2025-01-29 00:11:50,2025-09-22 00:00:00,810431539,E,235.45,20.47,255.92,web,235
2085,62095,2025-05-10 06:22:46,2025-11-24 00:00:00,418641563,P,274.01,23.83,297.84,agent,197
2086,55935,2025-05-10 06:22:46,2025-10-19 00:00:00,1416107432,E,125.27,10.89,136.16,agent,161
2087,54943,2025-03-15 04:50:56,2025-10-10 00:00:00,1084982912,E,152.43,13.25,165.68,web,208
2088,66705,2025-02-10 01:10:07,2025-12-18 00:00:00,239753967,E,169.45,14.73,184.18,web,310
2089,34224,2024-11-24 21:24:18,2025-06-28 00:00:00,2000099032,E,38.03,3.31,41.34,mobile_app,215
2090,20969,2024-06-12 05:19:29,2025-04-22 00:00:00,1803169267,E,39.39,3.43,42.82,web,313
2091,20371,2024-10-04 19:07:19,2025-04-19 00:00:00,1588795659,P,53.82,4.68,58.5,web,196
2092,8131,2024-10-04 19:07:19,2025-02-14 00:00:00,1982235725,E,169.45,14.73,184.18,web,132
2093,39653,2024-09-30 20:35:23,2025-07-24 00:00:00,472360111,E,88.78,7.72,96.5,agent,296
2094,44750,2024-09-30 20:35:23,2025-08-16 00:00:00,1549211193,E,36.8,3.2,40.0,web,319
2095,4070,2024-06-09 21:54:51,2025-01-22 00:00:00,861196244,E,42.32,3.68,46.0,mobile_app,226
2096,62152,2024-07-27 22:37:19,2025-11-24 00:00:00,240321423,E,45.08,3.92,49.0,mobile_app,484
2097,18180,2024-06-26 16:55:33,2025-04-08 00:00:00,100924754,E,150.21,13.06,163.27,agent,285
2098,50063,2024-06-29 15:41:47,2025-09-11 00:00:00,697974404,E,41.4,3.6,45.0,agent,438
2099,30609,2024-08-17 19:50:00,2025-06-10 00:00:00,1957259433,P,308.57,26.83,335.4,mobile_app,296
2100,3727,2024-06-13 06:43:38,2025-01-21 00:00:00,1028560915,P,77.98,6.78,84.76,web,221
2101,39878,2024-09-14 10:55:28,2025-07-25 00:00:00,1352299029,E,237.36,20.64,258.0,web,313
2102,54716,2025-02-27 10:06:07,2025-10-08 00:00:00,1969589682,E,125.27,10.89,136.16,web,222
2103,46816,2024-09-29 03:36:15,2025-08-26 00:00:00,1299626134,E,237.36,20.64,258.0,agent,330
2104,55177,2024-09-29 03:36:15,2025-10-12 00:00:00,1173461385,E,39.56,3.44,43.0,mobile_app,377
2105,44445,2024-10-13 20:04:07,2025-08-15 00:00:00,1246367826,E,48.04,4.18,52.22,agent,305
2106,1533,2024-11-07 23:34:21,2025-01-08 00:00:00,387236697,E,196.36,17.08,213.44,web,61
2107,45072,2025-04-06 02:11:36,2025-08-18 00:00:00,1321743541,P,299.45,26.04,325.49,web,133
2108,51495,2024-11-04 02:58:03,2025-09-18 00:00:00,9717871139,E,40.48,3.52,44.0,mobile_app,317
2109,10020,2024-11-04 02:58:03,2025-02-24 00:00:00,1309978913,E,248.18,21.58,269.76,web,111
2110,65859,2024-10-16 16:45:25,2025-12-14 00:00:00,472360111,E,40.48,3.52,44.0,web,423
2111,60381,2024-07-21 14:11:39,2025-11-16 00:00:00,3606482390,E,39.56,3.44,43.0,agent,482
2112,14937,2024-08-18 12:45:42,2025-03-22 00:00:00,1505553824,E,38.03,3.31,41.34,mobile_app,215
2113,46670,2025-02-15 05:04:36,2025-08-25 00:00:00,1316717915,B,101.97,8.87,110.84,web,190
2114,13854,2024-09-28 19:07:27,2025-03-16 00:00:00,7380681666,E,41.12,3.58,44.7,mobile_app,168
2115,42878,2025-01-03 15:43:45,2025-08-08 00:00:00,7702769434,P,57.41,4.99,62.4,web,216
2116,36913,2024-09-09 13:41:12,2025-07-11 00:00:00,3806570746,F,75.44,6.56,82.0,mobile_app,304
2117,24967,2024-11-17 08:59:42,2025-05-13 00:00:00,1949655123,P,210.05,18.27,228.32,mobile_app,176
2118,22667,2025-02-26 06:06:43,2025-05-01 00:00:00,9269754635,E,178.62,15.53,194.15,web,63
2119,38036,2025-02-26 06:06:43,2025-07-17 00:00:00,1708021627,P,189.62,16.49,206.11,web,140
2120,28157,2025-05-08 15:27:46,2025-05-29 00:00:00,2407522800,P,58.6,5.1,63.7,mobile_app,20
2121,30442,2024-05-16 14:16:49,2025-06-10 00:00:00,426730468,E,38.64,3.36,42.0,agent,389
2122,38601,2024-09-05 19:12:17,2025-07-19 00:00:00,7488762367,P,306.08,26.62,332.7,web,316
2123,20621,2024-09-05 19:12:17,2025-04-20 00:00:00,100924754,E,248.18,21.58,269.76,web,226
2124,33118,2025-01-04 00:29:09,2025-06-23 00:00:00,861442943,E,169.45,14.73,184.18,agent,169
2125,64503,2024-05-29 20:59:57,2025-12-06 00:00:00,1596150534,E,222.01,19.31,241.32,agent,555
2126,7016,2024-09-27 01:47:45,2025-02-08 00:00:00,7804929,E,38.03,3.31,41.34,mobile_app,133
2127,60235,2025-05-13 02:00:00,2025-11-15 00:00:00,1933703765,P,174.82,15.2,190.02,web,185
2128,29910,2024-11-03 20:45:47,2025-06-07 00:00:00,232568907,B,333.81,29.03,362.84,mobile_app,215
2129,18193,2025-03-15 12:09:39,2025-04-08 00:00:00,1205572024,E,237.36,20.64,258.0,agent,23
2130,697,2025-01-01 11:05:47,2025-01-04 00:00:00,1603981636,P,115.41,10.04,125.45,agent,2
2131,31072,2024-09-05 21:38:07,2025-06-13 00:00:00,480759089,P,65.85,5.73,71.58,web,280
2132,15348,2024-07-10 23:17:09,2025-03-24 00:00:00,8781124481,P,50.23,4.37,54.6,agent,256
2133,14835,2024-11-12 05:47:45,2025-03-22 00:00:00,1111601533,E,73.54,6.39,79.93,web,129
2134,56847,2024-07-19 06:00:38,2025-10-28 00:00:00,2044332795,P,245.27,21.33,266.6,agent,465
2135,30015,2024-07-19 06:00:38,2025-06-07 00:00:00,6959136320,E,230.35,20.03,250.38,mobile_app,322
2136,17693,2025-02-04 22:28:12,2025-04-06 00:00:00,1845532707,P,310.2,26.97,337.17,agent,60
2137,50133,2025-04-15 03:09:39,2025-09-12 00:00:00,12595512,E,169.45,14.73,184.18,mobile_app,149
2138,63695,2025-04-13 04:15:51,2025-12-02 00:00:00,850381131,E,62.47,5.43,67.9,agent,232
2139,40183,2024-05-24 01:05:07,2025-07-27 00:00:00,5037169198,E,43.24,3.76,47.0,web,428
2140,57578,2025-04-09 07:41:20,2025-11-02 00:00:00,63708486,P,50.23,4.37,54.6,web,206
2141,25191,2024-11-21 18:35:36,2025-05-14 00:00:00,1078103185,B,247.97,21.56,269.53,mobile_app,173
2142,45224,2024-11-21 18:35:36,2025-08-18 00:00:00,757728342,E,39.56,3.44,43.0,mobile_app,269
2143,18737,2025-02-28 21:08:45,2025-04-11 00:00:00,1413622169,E,36.8,3.2,40.0,agent,41
2144,24812,2025-01-20 11:06:14,2025-05-12 00:00:00,889389802,P,299.45,26.04,325.49,agent,111
2145,53817,2024-05-30 00:46:22,2025-09-30 00:00:00,5733786189,E,38.03,3.31,41.34,mobile_app,487
2146,43726,2024-05-30 00:46:22,2025-08-12 00:00:00,6044403225,P,49.44,4.3,53.74,agent,438
2147,4370,2024-11-23 20:23:31,2025-01-24 00:00:00,1057607586,E,88.78,7.72,96.5,agent,61
2148,10286,2024-11-23 20:23:31,2025-02-26 00:00:00,1991484733,E,46.0,4.0,50.0,mobile_app,94
2149,2311,2024-08-30 17:36:37,2025-01-13 00:00:00,240321423,E,38.64,3.36,42.0,mobile_app,135
2150,41048,2025-05-17 08:09:36,2025-07-30 00:00:00,64518068,P,81.21,7.06,88.27,mobile_app,73
2151,27684,2024-11-26 17:13:13,2025-05-27 00:00:00,470369754,P,299.45,26.04,325.49,web,181
2152,47192,2024-07-10 22:34:16,2025-08-28 00:00:00,313223098,P,274.01,23.83,297.84,web,413
2153,16314,2024-12-05 06:02:11,2025-03-29 00:00:00,2061146760,B,86.11,7.49,93.6,web,113
2154,32124,2025-05-13 08:31:10,2025-06-18 00:00:00,4055828582,E,210.78,18.33,229.11,web,35
2155,50237,2024-05-26 17:41:19,2025-09-13 00:00:00,394063657,E,45.08,3.92,49.0,mobile_app,474
